codigo;entidade;tipoentidade;nif;rua;localidade;codigopostal;descrpostal;email;telefone;fax;sitio;presidentecamara;areaha;populacao;eleitores;codigoine
2786;SANTA CRUZ;Município;511244681;Praça Dr. João Abel de Freitas;SANTA CRUZ;9100-157;SANTA CRUZ;lucia@cm-santacruz.pt;291520100;291520118;www.cm-santacruz.pt;Filipe Martiniano Martins de Sousa;81.5;43005;33998;3108
2787;SANTA CRUZ DA GRACIOSA;Município;512069760;Largo Vasco da Gama;SANTA CRUZ DA GRACIOSA;9880-352;SANTA CRUZ DA GRACIOSA;geral@cm-graciosa.pt;295730040;295712124;www.cm-graciosa.pt;Manuel Avelar Cunha Santos;60.66;4391;4231;4401
2788;SANTA CRUZ DAS FLORES;Município;512079110;Rua Senador Andre de Freitas, N.º 13;SANTA CRUZ DAS FLORES;9970-337;SANTA CRUZ DAS FLORES;geral@cmscflores.pt;292590700;292590718;www.cm-santacruzdasflores.azoresdigital.pt;José Carlos Pimentel Mendes;70.91;2289;1999;4802
2646;SANTA MARIA DA FEIRA;Município;501157280;Praça da República, N.º 135;SANTA MARIA DA FEIRA;4524-909;SANTA MARIA DA FEIRA;andrea.dias@cm-feira.pt;256370810;256370801;www.cm-feira.pt;Emídio Ferreira dos Santos Sousa;215.87;139312;121187;109
2789;SANTA MARTA DE PENAGUIÃO;Município;506829138;Rua dos Combatentes;SANTA MARTA DE PENAGUIÃO;5030-477;SANTA MARTA DE PENAGUIÃO;geral@cm-smpenaguiao.pt;254810130;254810131;www.cm-smpenaguiao.pt;Luís Reguengo Machado;69.3;7356;8781;1711
2790;SANTANA;Município;511239980;Sitio do Serrado;SANTANA;9230-116;SANTANA;gap@cm-santana.com;291570200;291570201;www.cm-santana.com;Teófilo Alírio Reis Cunha;95.56;7719;9057;3109
2791;SANTARÉM;Município;505941350;Praça do Município;SANTARÉM;2005-245;SANTARÉM;geral@cm-santarem.pt;243304200;243304299;www.cm-santarem.pt;Ricardo Gonçalves Ribeiro Gonçalves;560.24;62200;54337;1416
2792;SANTIAGO DO CACÉM;Município;502130040;Praça do Município;SANTIAGO DO CACÉM;7540-136;SANTIAGO DO CACÉM;geral@cm-santiagocacem.pt;269829400;269829498;www.cm-santiagocacem.pt;Álvaro dos Santos Beijinha;1059.76;29749;26354;1509
2793;SANTO TIRSO;Município;501306870;Praça 25 de Abril;SANTO TIRSO;4780-373;SANTO TIRSO;gap@cm-stirso.pt;252830407;252856534;www.cm-stirso.pt;Joaquim Barbosa Ferreira Couto;136.6;71530;64056;1314
2776;SÃO BRÁS DE ALPORTEL;Município;503219924;Gago Coutinho, N.º 1;SÃO BRÁS DE ALPORTEL;8150-151;SÃO BRÁS DE ALPORTEL;gap@cm-sbras.pt;289840000;289842455;www.cm-sbras.pt;Vítor Manuel Martins Guerreiro;153.37;10662;8672;812
2777;SÃO JOÃO DA MADEIRA;Município;506538575;Av. da Liberdade;SÃO JOÃO DA MADEIRA;3700-956;SÃO JOÃO DA MADEIRA;geral@cm-sjm.pt;256200200;256200296;www.cm-sjm.pt;Ricardo Nicolau Soares Terra de Oliveira Figueiredo;7.94;21713;20028;116
2778;SÃO JOÃO DA PESQUEIRA;Município;506892646;Av.ª Marquês de Soveral, n.º 67;S.JOÃO DA PESQUEIRA;5130-321;S. JOÃO DA PESQUEIRA;cmsjp@sjpesqueira.pt;254489999;254489989;www.sjpesqueira.pt;José António Fontão Tulha;266.11;7874;7950;1815
2779;SÃO PEDRO DO SUL;Município;506785815;Rua De Camões;SÃO PEDRO DO SUL;3660-436;SÃO PEDRO DO SUL;geral@cm-spsul.pt;232723003;232723406;www.cm-spsul.pt;Vítor Manuel de Almeida Figueiredo;348.95;16851;17651;1816
2780;SÃO ROQUE DO PICO;Município;512074771;Alameda 10 de Novembro;SÃO ROQUE DO PICO;9940-353;SÃO ROQUE DO PICO;cmsrp@mail.telepac.pt;292648700;292648709;www.municipio-lajes-do-pico.pt;Mark Anthony Silveira;142.36;3388;3188;4603
2781;SÃO VICENTE;Município;511240112;Paços do Município - Vila de São Vicente;SÃO VICENTE;9240-225;SÃO VICENTE;geral@cm-saovicente.pt;291840020;291842666;www.cm-saovicente.pt;José António Gonçalves Garcês;78.82;5723;6714;3110
2794;SARDOAL;Município;501181857;Praça da República;SARDOAL;2230-222;SARDOAL;geral@cm-sardoal.pt;241850000;241855684;www.cm-sardoal.pt;Fernando Constantino Moleirinho;92.15;3941;3671;1417
2795;SÁTÃO;Município;506882713;Praça Paulo VI;SÁTÃO;3560-154;SÁTÃO;geral@cm-satao.pt;232980000;232982093;www.cm-satao.pt;Alexandre Manuel Mendonça Vaz;201.94;12444;13895;1817
2796;SEIA;Município;506676170;Largo Dr. Borges Pires;SEIA;6270-494;SEIA;cm-seia@cm-seia.pt;238310230;238310232;www.cm-seia.pt;Carlos Filipe Camelo Miranda de Figueiredo;435.69;24702;25816;912
2797;SEIXAL;Município;506173968;Alameda dos Bombeiros Voluntários, N.º 45;Seixal;2844-001;SEIXAL;camara.geral@cm-seixal.pt;212276700;212276701;www.cm-seixal.pt;Joaquim Cesário Cardador dos Santos;95.46;158269;125988;1510
2798;SERNANCELHE;Município;506852032;Rua Dr. Oliveira Serrão;SERNANCELHE;3640-240;SERNANCELHE;geral@cm-sernancelhe.pt;254598300;254598319;www.cm-sernancelhe.pt;Carlos Silva Santiago;228.61;5671;6585;1818
2799;SERPA;Município;501112049;Praça da República;SERPA;7830-389;SERPA;geral@cm-serpa.pt;284540100;284540109;www.cm-serpa.pt;Tomé Alexandre Martins Pires;1105.65;15623;14405;213
2800;SERTÃ;Município;506963837;Largo do Município;SERTÃ;6100-738;SERTÃ;cmsgeral@cm-serta.pt;274600300;274600301;www.cm-serta.pt;José Farinha Nunes;446.73;15880;15415;509
2801;SESIMBRA;Município;501144218;Rua da República;SESIMBRA;2970-741;SESIMBRA;informacao@cm-sesimbra.pt;212288500;212288526;www.cm-sesimbra.pt;Augusto Manuel Neto Carapinha Pólvora;195.23;49500;37335;1511
2802;SETÚBAL;Município;501294104;Edificio Paços do Concelho, Praça de Bocage;SETÚBAL;2901-866;SETÚBAL;gap@mun-setubal.pt;265541500;265541523;www.mun-setubal.pt;Maria das Dores Marques Banheiro Meira;230.21;121185;99891;1512
2803;SEVER DO VOUGA;Município;502704977;Largo do Município;SEVER DO VOUGA;3740-262;SEVER DO VOUGA;cm.sever@cm-sever.pt;234555566;234552982;www.cm-sever.pt;António José Martins Coutinho;130.69;12356;12099;117
2804;SILVES;Município;506818837;Largo do Município;SILVES;8300-117;SILVES;gabinete.presidente@cm-silves.pt;282440800;282440850;www.cm-silves.pt;Rosa Cristina Gonçalves da Palma;680.02;37126;29767;813
2805;SINES;Município;502563010;Largo Ramos Costa;SINES;7520-159;SINES;info@mun-sines.pt;269630600;269633022;www.cm-sines.pt;Nuno José Gonçalves Mascarenhas;202.6;14238;11591;1513
2806;SINTRA;Município;500051062;Largo Dr. Virgílio Horta;SINTRA;2714-501;SINTRA;dcco@cm-sintra.pt;219238500;219238657;www.cm-sintra.pt;Basílio Adolfo de Mendonça Horta da Franca;319.21;377837;285900;1111
2807;SOBRAL DE MONTE AGRAÇO;Município;505410850;Praça Dr. Eugénio Dias, N.º 4;Sobral de Monte Agraço;2590-016;SOBRAL DE MONTE AGRAÇO;geral@cm-sobral.pt;261940300/329;261940310;www.cm-sobral-monte-agraco.pt;José Alberto Quintino;52.1;10156;7687;1112
2808;SOURE;Município;507103742;Praça da República;SOURE;313-218;SOURE;geral@cm-soure.pt;239506550;239502951;www.cm-soure.pt;Mário Jorge da Costa Rodrigues Nunes;265.06;19245;19003;615
2809;SOUSEL;Município;506809560;Praça da República;SOUSEL;7470-220;SOUSEL;geral@cm-sousel.pt;268550100;268550110;www.cm-sousel.pt;Armando Jorge Mendonça Varela;279.37;5074;4693;1215
2810;TÁBUA;Município;506806944;Praça da República;TÁBUA;3420-308;TÁBUA;geral@cm-tabua.pt;235410340;235410349;www.cm-tabua.pt;Mário de Almeida Loureiro;199.79;12071;10827;616
2811;TABUAÇO;Município;506601455;Rua Dr. António José de Almeida;TABUAÇO;5120-423;TABUAÇO;geral@cm-tabuaco.pt;254780000;254789142;www.cm-tabuaco.pt;Carlos André Teles Paulo de Carvalho;133.86;6350;6352;1819
2812;TAROUCA;Município;506753905;Av.ª Dr. Alexandre Taveira Cardoso;Tarouca;3610-128;TAROUCA;daf@cm-tarouca.pt;254677420;254678552;www.cm-tarouca.pt;Valdemar de Carvalho Pereira;100.08;8048;8070;1820
2813;TAVIRA;Município;501067191;Praça da República;TAVIRA;8800-951;TAVIRA;camara@cm-tavira.pt;281320500;281324752;www.cm-tavira.pt;Jorge Manuel do Nascimento Botelho;606.99;26167;22777;814
2814;TERRAS DE BOURO;Município;506907619;Paços do Município;TERRAS DE BOURO;4840-100;TERRAS DE BOURO;geral@cm-terrasdebouro.pt;253350010;253351894;www.cm-terrasdebouro.pt;Joaquim José Cracel Viana;277.46;7253;8260;310
2815;TOMAR;Município;506738914;Praça da República;TOMAR;2300-550;TOMAR;presidencia@cm-tomar.pt;249329800;249329809;www.cm-tomar.pt;Anabela Gaspar de Freitas;351.21;40674;38626;1418
2816;TONDELA;Município;506822680;Largo da República, N.º 16;TONDELA;3464-001;TONDELA;cmtondela@mail.telepac.pt;232811110;232811120;www.cm-tondela.pt;José António Gomes de Jesus;371.22;28946;29663;1821
2817;TORRE DE MONCORVO;Município;501121536;Largo do Castelo;TORRE DE MONCORVO;5160-267;TORRE DE MONCORVO;geral@cm-moncorvo.pt;279200220;279200240;www.cm-moncorvo.pt;Nuno Jorge Rodrigues Gonçalves;531.58;8572;10112;409
2818;TORRES NOVAS;Município;506608972;Rua General António de Vasconcelos Correia;TORRES NOVAS;2350-421;TORRES NOVAS;geral@cm-torresnovas.pt;249839400;249811780;www.cm-torresnovas.pt;Pedro Paulo Ramos Ferreira;270;36717;32717;1419
2819;TORRES VEDRAS;Município;502173653;Avenida  5 de Outubro;TORRES VEDRAS;2560-270;TORRES VEDRAS;informatica@cm-tvedras.pt;261310400;261310401;www.cm-tvedras.pt;Carlos Manuel Soares Miguel;407.14;79465;63748;1113
2820;TRANCOSO;Município;501143726;Praça do Município;TRANCOSO;6420-107;TRANCOSO;geral@cm-trancoso.pt;271829120;271812189;www.cm-trancoso.pt;Amílcar José Nunes Salvador;361.52;9878;11087;913
10154;TROFA;Município;504296434;Rua das Indústrias, N.º 393 (EN 14), Apartado 65;TROFA;4786-909;TROFA;geral@mun-trofa.pt;252409290;252409299;www.mun-trofa.pt;Sérgio Humberto Pereira da Silva;71.88;38999;32574;1318
2821;VAGOS;Município;506912833;Rua da Saudade;VAGOS;3840-420;VAGOS;geral@cm-vagos.pt;234799600;234799610;www.cm-vagos.pt;Silvério Rodrigues Regalado;164.92;22851;21143;118
2822;VALE DE CAMBRA;Município;506735524;Edifício Municipal, Av. Camilo Tavares de Matos, N.º 19;VALE DE CAMBRA;3730-901;VALE DE CAMBRA;geral@cm-valedecambra.pt;256420510;256420519;www.cm-valedecambra.pt;José Alberto Freitas Soares Pinheiro e Silva;146.52;22864;22580;119
2823;VALENÇA;Município;506728897;Praça da República;VALENÇA;4930-702;VALENÇA;informatica@cm-valenca.pt;251809500;251809519;www.cm-valenca.pt;Jorge Manuel Salgueiro Mendes;117.13;14127;13926;1608
2824;VALONGO;Município;501138960;Avenida 5 de Outubro, N.º 160;VALONGO;4440-503;VALONGO;ASantos@cm-valongo.pt;224227900;224226063;www.cm-valongo.pt;José Manuel Pereira Ribeiro;75.12;93858;76204;1315
2825;VALPAÇOS;Município;506874320;Rua D.ª Maria do Carmo Carmona;VALPAÇOS;5430-469;VALPAÇOS;municipio@valpacos.pt;278710130;278711135;www.valpacos.pt;Amílcar Rodrigues Alves Castro de Almeida;548.74;16882;21594;1712
2826;VELAS;Município;512075506;Rua São João;VELAS;9800-539;VELAS, SÃO JORGE, AÇORES;gabinetepresidencia.cmvelas@gmail.com;295412167;295412351;www.cm-velas.azoresdigital.pt;Luís Virgílio de Sousa da Silveira;117.38;5398;5003;4502
2827;VENDAS NOVAS;Município;501177256;Avenida da República;VENDAS NOVAS;7080-099;VENDAS NOVAS;gab.presidencia@cm-vendasnovas.pt;265807700;265892152;www.cm-vendasnovas.pt;Luís Carlos Piteira Dias;222.42;11846;10425;712
2828;VIANA DO ALENTEJO;Município;506151174;Rua Brito Camacho, N.º 13;VIANA DO ALENTEJO;7090-237;VIANA DO ALENTEJO;camara@cm-vianadoalentejo.pt;266930010;266930019;www.cm-vianadoalentejo.pt;Bernardino António Bengalinha Pinto;393.63;5743;4936;713
2829;VIANA DO CASTELO;Município;506037258;Passeio das Mordomas da Romaria;VIANA DO CASTELO;4904-877;VIANA DO CASTELO;cmviana@cm-viana-castelo.pt;258809300;258809347;www.cm-viana-castelo.pt;José Maria da Cunha Costa;318.58;88725;86534;1609
2830;VIDIGUEIRA;Município;501143734;Praça da República;VIDIGUEIRA;7960-225;VIDIGUEIRA;geral@cm-vidigueira.pt;284437400;284436110;www.cm-vidigueira.pt;Manuel Luís da Rosa Marra;315.96;5932;5329;214
2831;VIEIRA DO MINHO;Município;506659682;Praça Guilherme de Abreu;VIEIRA DO MINHO;4850-527;VIEIRA DO MINHO;geral@cm-vminho.pt;253649270;253647856;www.cm-vminho.pt;António Cardoso Barbosa;218.47;12997;15151;311
2848;VILA DE REI;Município;506932273;Praça Família Mattos Silva Neves;VILA DE REI;6110-174;VILA DE REI;geral@cm-viladerei.pt;274890010;274890018;www.cm-viladerei.pt;Ricardo Jorge Martins Aires;191.54;3452;3145;510
2849;VILA DO BISPO;Município;506730573;Paços do Concelho;VILA DO BISPO;8650-407;VILA DO BISPO;geral@cm-viladobispo.pt;282630600;282639208;www.cm-viladobispo.pt;Adelino Augusto da Rocha Soares;178.99;5258;4256;815
2850;VILA DO CONDE;Município;505804786;Praça Vasco da Gama;VILA DO CONDE;4480-454;VILA DO CONDE;geral@cm-viladoconde.pt;252248400;252641853;www.cm-viladoconde.pt;Maria Elisa de Carvalho Ferraz;148.97;79533;65993;1316
2851;VILA DO PORTO;Município;512063770;Largo Nossa Senhora da Conceição;VILA DO PORTO;9580-539;VILA DO PORTO;geral@cm-viladoporto.pt;296820000;296820009;www.cm-viladoporto.pt;Carlos Henrique Lopes Rodrigues;96.89;5552;4997;4101
2832;VILA FLOR;Município;506696464;Avenida Marechal Carmona;VILA FLOR;5360-303;VILA FLOR;presidente@cm-vilaflor.pt;278510100;278512380;www.cm-vilaflor.pt;Fernando Francisco Teixeira de Barros;265.81;6697;8027;410
2833;VILA FRANCA DE XIRA;Município;506614913;Praça Afonso de Albuquerque, N.º 2;VILA FRANCA DE XIRA;2600-093;VILA FRANCA DE XIRA;presidencia@cm-vfxira.pt;263285600;263276002;www.cm-vfxira.pt;Alberto Simões Maia Mesquita;317.67;136886;104728;1114
2834;VILA FRANCA DO CAMPO;Município;512043701;Praça da República;VILA FRANCA DO CAMPO;9680-115;VILA FRANCA DO CAMPO;geral@cmvfc.pt;296539100;296539109;www.cmvfc.pt;Ricardo Manuel de Amaral Rodrigues;77.97;11229;9776;4206
2835;VILA NOVA DA BARQUINHA;Município;506899250;Rua da República;VILA NOVA DA BARQUINHA;2260-411;VILA NOVA DA BARQUINHA;geral@cm-vnbarquinha.pt;249720350;249720368;www.cm-vnbarquinha.pt;Fernando Manuel dos Santos Freire;49.56;7322;6647;1420
2836;VILA NOVA DE CERVEIRA;Município;506896625;Praça do Município;VILA NOVA DE CERVEIRA;4920-284;VILA NOVA DE CERVEIRA;gap@cm-vncerveira.pt;251708020;251708022;www.cm-vncerveira.pt;João Fernando Brito Nogueira;108.47;9253;8908;1610
2837;VILA NOVA DE FAMALICÃO;Município;506663264;Praça Álvaro Marques;VILA NOVA DE FAMALICÃO;4764-502;VILA NOVA DE FAMALICÃO;camaramunicipal@vilanovadefamalicao.org;252320900;252323751;www.cm-vnfamalicao.pt;Paulo Alexandre Matos Cunha;201.59;133832;113739;312
2838;VILA NOVA DE FOZ CÔA;Município;506829197;Praça do Município;VILA NOVA DE FOZ CÔA;5150-642;VILA NOVA DE FOZ CÔA;correio@cm-fozcoa.pt;279760400;279768228;www.cm-fozcoa.pt;Gustavo de Sousa Duarte;398.15;7312;8752;914
2839;VILA NOVA DE GAIA;Município;505335018;Rua Álvares Cabral;VILA NOVA DE GAIA;4400-017;VILA NOVA DE GAIA;geral@cm-gaia.pt;223742400;223752011;www.cm-gaia.pt;Eduardo Vitor Rodrigues;168.39;302296;248965;1317
2840;VILA NOVA DE PAIVA;Município;506809323;Praça D. Afonso Henriques, N.º 1;VILA NOVA DE PAIVA;3650-207;VILA NOVA DE PAIVA;geral@cm-vnpaiva.pt;232609900;232609909;www.cm-vnpaiva.pt;José Morgado Ribeiro;175.53;5176;6702;1822
2841;VILA NOVA DE POIARES;Município;505371600;Largo da República;VILA NOVA DE POIARES;3350-156;VILA NOVA DE POIARES;gti.poiares@mail.telepac.pt;239420850;239421800;www.cm-vilanovadepoiares.pt;João Miguel Sousa Henriques;84.45;7281;6263;617
2842;VILA POUCA DE AGUIAR;Município;506810267;Rua Dr. Henrique Botelho;VILA POUCA DE AGUIAR;5450-027;VILA POUCA DE AGUIAR;contabilidade@cm-vpaguiar.pt;259419100;259419106;www.cm-vpaguiar.pt;António Alberto Pires Aguiar Machado;437.07;13187;17883;1713
2843;VILA REAL;Município;506359670;Avenida Carvalho Araújo;VILA REAL;5000-651;VILA REAL;geral@cm-vilareal.pt;259308100;259308161;www.cm-vilareal.pt;Rui Santos;378.79;51850;49351;1714
2844;VILA REAL DE SANTO ANTÓNIO;Município;506833224;Praça Marquês de Pombal;VILA REAL DE SANTO ANTÓNIO;8900-231;VILA REAL DE SANTO ANTÓNIO;geral@cm-vrsa.pt;281510000;281510003;www.cm-vrsa.pt;Luís Filipe Soromenho Gomes;61.25;19156;16183;816
2845;VILA VELHA DE RÓDÃO;Município;506642798;Edificio Paços Concelho, Rua de Santana;VILA VELHA DE RÓDÃO;6030-230;VILA VELHA DE RÓDÃO;geral@cm-vvrodao.pt;272540300;272540301;www.cm-vvrodao.pt;Luís Miguel Ferro Pereira;329.91;3521;3611;511
2846;VILA VERDE;Município;506641376;Praça do Município;VILA VERDE;4730-733;VILA VERDE;geral@cm-vilaverde.pt;253310500;253312036;www.cm-vilaverde.pt;António Fernando Nogueira Cerqueira Vilela;228.67;47888;45812;313
2847;VILA VIÇOSA;Município;506613461;Praça da República;VILA VIÇOSA;7160-207;VILA VIÇOSA;geral@cm-vilavicosa.pt;268889310;268980604;www.cm-vilavicosa.pt;Manuel João Fontainhas Condenado;194.86;8319;7558;714
2852;VIMIOSO;Município;506627888;Praça Eduardo Coelho;VIMIOSO;5230-315;VIMIOSO;gi.cmv@cm-vimioso.pt;273518120;273512510;www.cm-vimioso.pt;António Jorge Fidalgo Martins;481.63;4669;6704;411
2853;VINHAIS;Município;501156003;R. das Freiras, N.º 13;VINHAIS;5320-326;VINHAIS;geral@cm-vinhais.pt;273770300;273771108;www.cm-vinhais.pt;Américo Jaime Afonso Pereira;694.76;9066;12073;412
2854;VISEU;Município;506697320;Praça da República;VISEU;3514-501;VISEU;geral@cmviseu.pt;232427427;232423112;www.cmviseu.pt;António Joaquim Almeida Henriques;507.1;99274;92218;1823
10153;VIZELA;Município;505985217;Praça do Município n.º 522;Vizela;4815-013;Vizela;geral@cm-vizela.pt;253489630;253489649;www.cm-vizela.pt;Dinis Manuel da Silva Costa;24.7;23736;19938;314
2855;VOUZELA;Município;506770664;Alameda D. Duarte de Almeida;VOUZELA;3670-250;VOUZELA;geral@cm-vouzela.pt;232740740;232771513;www.cm-vouzela.pt;Rui Miguel Ladeira Pereira;193.69;10540;10561;1824

